"Ancienneté_an";"Service";"Work_accident";"id_salarié_HMAC";"Contrat";"Taux de travail (%)";"Salaire_mensuel_EQTP";"Augmentation";"Promotion";"Sexe";"Congé maternité A-1";"Age"
"5_9";"COMPTA FINANCES";"NON";"9JhQ70Chhr5NhkYxU8iJwsJaLmZpjdohKaAu78hVlc";"CDI";100;4013,1;0;0;"F";0;"30_39"
"20_29";"CONSULTANT";"NON";"9pLyesJO6gz5HbtDD4pkpVAkSWQDwwKWbby63QCA";"CDI";100;4000,97;1;0;"H";0;"40_49"
"5_9";"CONSULTANT";"NON";"oU7etAzb5h5tW0NRvt4qfb1EqTGA2xAG0rDUBY07TQ";"CDI";100;3891,77;0;0;"H";0;"50 +"
"10_19";"RH";"NON";"gCVLtKX1m8MD2MEfQ14T8uw2DAlR1SE4iuR0Ss1EyU";"CDI";100;3882,67;0;1;"H";0;"30_39"
"20_29";"COMPTA FINANCES";"NON";"1ksiR3SvCTWEsHdYsxQwHW7byhPGB6UcweCuW9NKo";"CDI";70;5504,57;1;1;"F";0;"50 +"
"10_19";"RH";"NON";"oGIq7fNJMAQzKZzLlRr7yPGsbk8j8XnkpFMQrFcCnB8";"CDI";100;3835,65;0;0;"F";0;"50 +"
"20_29";"RH";"NON";"HWSSFG4k7STtynDlFeT2clIPdyYqBGEpxkHC5oSVZBA";"CDI";100;3803,8;0;0;"H";0;"40_49"
"20_29";"COMMERCIAL";"NON";"hMDqZyADduTWYHmLkRTLSAbRutS2U39vKAJ5rBkX7k";"CDI";100;3800,77;1;1;"F";0;"50 +"
"20_29";"RH";"NON";"DGEsb86o67WOd64sRZsHuShRiL0V3G1aN47rMq1nSok";"CDI";100;3797,73;0;0;"F";0;"50 +"
"10_19";"RH";"OUI";"xtDzqKgFeJpTLTkBiHWqFyz0iFrdPVkdTi95QEC5E";"CDI";100;3705,22;1;0;"F";0;"40_49"
"< 5";"MARKETING";"NON";"0mB3n9hh6mDjrSfN0eAncjGsg9W7btjBS9ayCvUGY";"CDD";100;3693,08;0;0;"H";0;"40_49"
"20_29";"COMMERCIAL";"NON";"CFPDtKZpWWCk74ibSDRY9oyn0DfRGvj9dquK0sDK44";"CDI";100;3677,92;0;1;"H";0;"30_39"
"10_19";"MARKETING";"NON";"aA9n9p1wP1sFKPq7m8StcpgV8HcBZzThFgWVjEkRI";"CDI";100;3655,17;0;0;"H";0;"50 +"
"< 5";"MARKETING";"NON";"OspYNyC35ttMI5ejjtXVY3s4g2BHVapZM2XPZvWAg";"CDD";100;3640;0;0;"F";0;"40_49"
"10_19";"MARKETING";"NON";"3gvVpNPZXbEfc7N7wKGHFrdBN22ZP5UxKddprEqgY";"CDI";100;3597,53;1;0;"F";0;"40_49"
"20_29";"MARKETING";"NON";"7eZOKSr8y6qGEcJcdmuzVn3E8xtlSWHd9jAYH6iOk";"CDI";100;3582,37;1;0;"H";0;"40_49"
"10_19";"CONSULTANT";"NON";"bJwmagApAO8FqcICPiXqIRL4CFG4SSOwyEwuwOY";"CDI";100;3547,48;1;0;"F";1;"< 30"
"20_29";"RH";"NON";"c8O8zQAIGMMHCierpcaV1o870PKHB84qzhxY8bjlzo";"CDI";100;3508,05;0;1;"H";0;"40_49"
"< 5";"RH";"NON";"IGhORAAAYSHJ4fHxtr4PnK3DgX9YaJlAJ9qhOtYab8";"CDI";100;3486,82;0;0;"H";0;"30_39"
"20_29";"MARKETING";"OUI";"s46fLhSt1UteHSJl1wzKfIvhS3FR6O0rkWJSWupqW8";"CDI";100;3462,55;1;0;"H";0;"40_49"
"10_19";"CONSULTANT";"NON";"gZWW5n1IXn90awjIV9zonB7oSEVD2aoSwzMUnGpVTAA";"CDI";100;3459,52;0;0;"F";0;"50 +"
"10_19";"COMPTA FINANCES";"NON";"66nJMu4svwMt8H15uQ33alA9RjayxxV37QgOjUzY";"CDI";100;3436,77;1;0;"H";0;"30_39"
"10_19";"COMPTA FINANCES";"NON";"uzBcFmjVJ58Z1hwIiT6lT5cbjMAUCnMzYhyKb94aA";"CDI";100;3383,68;0;0;"H";0;"40_49"
"5_9";"RH";"NON";"b95M64zTZU689GCFlbwCqQZP1xOXsUzMwrQzDHzzh8";"CDI";100;3335,15;1;0;"H";0;"50 +"
"10_19";"COMMERCIAL";"NON";"0cEUWuNfWrh3EPnCcncE8rUP9wFOngbgRNa2bWmS04";"CDI";100;3260,83;1;0;"F";0;"30_39"
"5_9";"MARKETING";"NON";"af4BulPzA9oFJ6L0EhBp99LowDNkKoigzB4G5Agw6zU";"CDI";100;3256,28;0;0;"F";0;"50 +"
"20_29";"CONSULTANT";"NON";"ajmz54DYK6YKQgPrg49iplC6NZiAhyI49tHkwDfhk";"CDI";100;3232,02;0;0;"H";0;"40_49"
"10_19";"RH";"NON";"zzWkIC2wAPhqPP6BaZad0y9rxciPgcz55ehepp6Hh9I";"CDI";100;3218,37;1;0;"F";0;"50 +"
"< 5";"COMPTA FINANCES";"NON";"k6EjzZPBU4YHNMKezzMDTWhRDtYg9s12aOiHy6jUs";"CDD";100;3201,68;0;0;"F";0;"< 30"
"< 5";"COMMERCIAL";"NON";"RtHlDV1cHM0OlTViZRgYwOGantU5KYWuhesfhgWHCE";"CDD";100;3185;0;0;"F";0;"40_49"
"< 5";"CONSULTANT";"NON";"XTYpIt1I39RdMA73gMd0L01TveOFEpVi9Ble0rOaS4";"CDD";100;3168,32;0;0;"F";0;"40_49"
"5_9";"COMMERCIAL";"OUI";"L1CpNidyFqrokqJMKHA2E4Qe9YAcEEDgiOtFhjXI";"CDI";100;3165,28;0;0;"F";0;"50 +"
"5_9";"RH";"NON";"WY6Q4QUXvYgqBMPGiEJcAgjfkyF6yKufzldTdKOhNM";"CDI";70;4452,69;0;0;"F";0;"50 +"
"20_29";"CONSULTANT";"NON";"Y8qjAqCsWL9eWUjsKMLxIP6jtrF3XhNZN4HIJ0D9qQ";"CDI";100;3097,03;0;0;"F";0;"50 +"
"10_19";"RH";"NON";"AcWCAD8my5w8ir33IJIdwweiXUTpNzvAs9vBjiLpU";"CDI";70;4372,46;0;0;"F";0;"50 +"
"< 5";"CONSULTANT";"NON";"gHxT5Nlglj8FAiTm1nI0S7C1ftDWiHPbkXvEv7ZH0o";"CDD";100;3033,33;0;0;"F";0;"50 +"
"10_19";"RH";"NON";"Zifr6kbM9NcrL3tPFAnKs4yYrEzuB90EODVFvNd42w";"CDI";100;3012,1;1;0;"F";0;"50 +"
"5_9";"MARKETING";"NON";"vi5Y31n6hfSUgVjyuayVCpkqCwU9u8KTLPwGghpWg";"CDI";100;2998,45;1;0;"H";0;"30_39"
"5_9";"COMMERCIAL";"OUI";"AerYwlYABFtgviwiMHo2r41vQnjHod368cK9kt6S8";"CDI";100;2928,68;1;1;"F";0;"50 +"
"20_29";"CONSULTANT";"NON";"ihyVxnGiTaQ5IjhlZyYTlRHeFbhv1HtIXie2nEsnQA0";"CDI";100;2918,07;1;0;"H";0;"40_49"
"10_19";"COMMERCIAL";"NON";"lu7ON7TNKis5uNiXWkgYxd02I8XcA7gcmATIwV5jTE";"CDI";100;2916,55;1;0;"F";0;"30_39"
"< 5";"MARKETING";"NON";"88LMSZnJT1y7p1tKQ80nhEm1MpuuCMOn6UugIuzwpNw";"CDI";100;2912;0;1;"F";0;"50 +"
"< 5";"COMMERCIAL";"NON";"QatpgaRDjDYUTCAk2FGdLfILsIpiJ8SdBdqMvGws9TM";"CDD";100;2881,67;0;0;"F";0;"50 +"
"< 5";"INFORMATIQUE";"OUI";"BviQPdN0izwGF6KYx0LvXG6B1tPugtDg0LGy05L4qxI";"CDD";100;2848,3;1;0;"H";0;"30_39"
"10_19";"CONSULTANT";"NON";"IwzOwUPDiOIYxn63kks1akhYXDPNb2fdm6tAVi0I5g";"CDI";100;2843,75;0;0;"H";0;"40_49"
"5_9";"CONSULTANT";"NON";"DfGuXXFaF38tJVk6BLWAkiVzWXEYTZcVc6ramJ2oY";"CDI";100;2834,65;1;0;"H";0;"50 +"
"20_29";"COMMERCIAL";"NON";"mprwJdVFGTDcprqCxncnGkVhmqPRnAoVCQ91N5RL8";"CDI";100;2828,58;0;0;"H";0;"50 +"
"10_19";"CONSULTANT";"NON";"igmfXQeB0ETUPzhidBbG7QKUO4mahCp57mjezB3vE";"CDI";80;3517,15;1;0;"H";0;"50 +"
"20_29";"CONSULTANT";"NON";"tzLYw3mlhRaZSJhQEvBcbrtCXTeA0OoPcy6wXqvPO40";"CDI";100;2777,02;1;0;"H";0;"50 +"
"10_19";"COMPTA FINANCES";"OUI";"RR1pSk59Hy6n7I7L1eE7IfUSFDPk8SXZXEYiXrQV4iU";"CDI";100;2769,43;0;0;"H";0;"30_39"
"5_9";"RH";"NON";"OrbIlRQtP78Lt1nR9KmVXVNEIZemDhWiU9lEJjlvc";"CDI";100;2767,92;1;0;"H";0;"50 +"
"20_29";"RH";"NON";"CvQ4CALVKwv2OSiQuKYXA6YW1CAEUlLf1X7jJwVkCk";"CDI";70;3907,43;0;0;"H";0;"50 +"
"10_19";"CONSULTANT";"NON";"N0iyIbSzxVjEEIalE36AbTvS5u4ujxqgt0TLU4HR0Y";"CDI";100;2731,52;1;0;"F";0;"40_49"
"< 5";"CONSULTANT";"NON";"GwwDBRIquuxH4iFlHGwcEvCBoEfm2ZRWa6x1iphWo";"CDI";100;2675,4;1;0;"H";0;"50 +"
"20_29";"COMPTA FINANCES";"NON";"lil52o95yjCaZ6zpVVZM9I8Pz6MaOCT7sCfO5Yen8NI";"CDI";100;2604,12;1;0;"H";0;"50 +"
"10_19";"CONSULTANT";"NON";"iPKooM7iP0Zflje7TnQLMG2y0EcUKIYLZcopCmNb7A";"CDI";100;2561,65;0;0;"H";0;"30_39"
"< 5";"CONSULTANT";"OUI";"F1Wht1gaIeDhXD1LJhJmPuoiDNzlRPucieRMtagdc";"CDD";100;2558,62;0;0;"H";0;"30_39"
"5_9";"COMMERCIAL";"OUI";"cUpQNMCN7MM8mUmMsL4PJcSi7LFclm9eM1ppqnNMyU";"CDI";100;2511,6;0;0;"H";0;"30_39"
"10_19";"RH";"NON";"oM6GSiivYfW2OIOKcofjF9AaV2xvQnuYBrD7wgOLB0";"CDI";70;3582,06;1;1;"F";0;"40_49"
"< 5";"CONSULTANT";"OUI";"FvzUdPFjril61cvB8XwvLfFOdYBLTLB8E3JmAOGd8";"CDD";90;2773,33;0;0;"F";0;"50 +"
"< 5";"MARKETING";"OUI";"XJA7IR5HdWBSQeIxdOA574bSoROJfgrGTcJXAzEv4c";"CDD";100;2426,67;0;0;"F";0;"50 +"
"20_29";"COMMERCIAL";"OUI";"XtwlyUe5tbYywrJThwibkeGD1w2sG7wCClfbq27Yx0";"CDI";100;2396,33;0;0;"H";0;"40_49"
"10_19";"COMMERCIAL";"NON";"a9AOOhLlmcKbHG50eNVqWtVdgQ9XgRW5R1gfAF3k4";"CDI";100;2369,03;0;0;"F";0;"30_39"
"< 5";"CONSULTANT";"NON";"c8Zr9NRJQRvgUxRQVpEC5uQ0kpjYEPXDWI5wEhtg";"CDD";90;2619,26;0;0;"H";0;"50 +"
"5_9";"COMMERCIAL";"NON";"TSaYwcJRuLAyTVsEfrkX5zfH08N6Y6Zr4HYHS1ZXh8";"CDI";100;2309,88;0;0;"F";0;"50 +"
"< 5";"CONSULTANT";"NON";"OfOrWb98JkZs11BIHtNrg25adZmybm8zhxJyTGSnn0";"CDD";100;2226,47;0;0;"F";0;"30_39"
"< 5";"CONSULTANT";"NON";"oJJbXzxWGuKlCAgoMVdy9OWfobwlcfsCrSZav6khQ";"CDI";100;2132,43;1;1;"F";0;"40_49"
"< 5";"COMPTA FINANCES";"NON";"T9NUoeF74Z9faLrZ1S3ayazS1KzyDsAXQ3jsdZZf4Hs";"CDD";100;2123,33;0;0;"F";0;"50 +"
"10_19";"COMPTA FINANCES";"OUI";"yfr5P37YJAAQQf1a7kYelYtMednXr60tyPixs8";"CDI";100;2079,35;1;1;"F";0;"40_49"
"20_29";"CONSULTANT";"NON";"jSMEK3ErIf2iX0sAcHJ4fozjmKEXHwekg0GJ7EgPNA";"CDI";100;2073,28;0;0;"F";0;"40_49"
"< 5";"COMMERCIAL";"NON";"JV3ocM4GQnLV5lHFvxlVKzoaFhmStKnRiro9gYocXU";"CDI";100;2070,25;0;0;"F";0;"50 +"
"5_9";"CONSULTANT";"NON";"YuPFg5S6q5iVCYM3eQspROuc6ersom4lvHjmtJBfz8";"CDI";100;2070,25;1;0;"F";1;"< 30"
"10_19";"CONSULTANT";"NON";"LggYhV2mRTbledWHUG3MV9BTwmFPyNPBAmaGhIZSU";"CDI";70;2935,77;0;0;"H";0;"50 +"
"5_9";"COMPTA FINANCES";"NON";"CKbQZDTWtr8QbGjD09L98vUiXuWMfhtDkmPeI7AFnQ";"CDI";100;2052,05;0;0;"F";0;"30_39"
"5_9";"CONSULTANT";"NON";"WBoDldcSfo51BQ7E85P6X3VTIfz16NanYr4wmDBA";"CDI";100;2027,78;0;0;"F";0;"30_39"
"10_19";"CONSULTANT";"NON";"CZPQmNQzr3jFKtS0GvgihgyUaMJkmgqtBSWfihKgu7Q";"CDI";100;2024,75;1;0;"H";0;"40_49"
"< 5";"COMPTA FINANCES";"NON";"3R0zIzrnnv8qjyplTeD1qUpnmfBV5AnzY4pEJBqQrw";"CDI";100;2008,07;1;0;"F";1;"< 30"
"< 5";"MARKETING";"NON";"5WtYkoVDWf9yPsFe7NO1nIyEw2AKbZoygN0HXRT2Bs";"CDD";100;1989,87;0;0;"H";0;"30_39"
"5_9";"COMPTA FINANCES";"NON";"mpq1mYSka2Cvp1d9FCfRKq5OwBm2S1TfUOsDddsahM";"CDI";100;1979,25;1;0;"H";0;"40_49"
"< 5";"COMPTA FINANCES";"NON";"CWgCy4tjlCqLkwOVVgr4YR30bvGd5P3RUwt4tnbY";"CDD";100;1920,1;1;0;"F";1;"30_39"
"10_19";"CONSULTANT";"NON";"UB8k8VgVXWJmIk9zoIz3pgLqEc2nU3Y5x23OPTnQF0";"CDI";100;1873,08;0;0;"H";0;"40_49"
"< 5";"MARKETING";"NON";"3A5yMkHGeSV14YKzKtkMpSR6SPs32yxlVBTwEJZprs";"CDI";100;1863,98;1;0;"F";1;"30_39"
"20_29";"CONSULTANT";"NON";"7wW84w1KuutLEUCk68C9yZixolNGvnDq8oN1Ofu24g";"CDI";80;2314,43;0;0;"H";0;"40_49"
"10_19";"COMPTA FINANCES";"NON";"U3o6qV5d2Y8fCykfcrpo2imtlw2QoFZQDmZtGSuzs";"CDI";100;1835,17;0;0;"H";0;"30_39"
"5_9";"COMPTA FINANCES";"NON";"gqpFCEbKTT5iNctFpB46RJxTgTYGZvlAJ6o2VrrQ";"CDI";100;1833,65;0;1;"H";0;"50 +"
"< 5";"CONSULTANT";"NON";"PpEOXf71Q6Hv64Up4oinMiJ4ljW6BI2MOEQQMiqjM";"CDI";100;1803,32;1;0;"H";0;"30_39"
"5_9";"CONSULTANT";"NON";"HuqavX8mgZaqZpS7qfRAlwDN0SPWnSwfal0pepQA";"CDI";100;1774,5;1;0;"F";0;"40_49"
"10_19";"COMPTA FINANCES";"NON";"Rl7gsimsBeWU5OKlGuAnTqCcmvcXTdVkAigOmRW1E";"CDI";100;1772,98;1;1;"H";0;"50 +"
"10_19";"CONSULTANT";"NON";"2xB86R0VEH2nc0vlVxKRmxwWtL3fUxrrugl7BM0Ds";"CDI";70;2442,51;1;1;"H";0;"50 +"
"5_9";"CONSULTANT";"NON";"Ph6OOmOhsFMgFTspVrNeRMDs3aYQY5XBnqyLCF3Vzho";"CDI";100;1703,22;1;0;"F";0;"40_49"
"20_29";"CONSULTANT";"NON";"jWjPJuGQXqGr7jdl9uxYs1o7Rwe0HffZDgTlzRtco";"CDI";100;1697,15;1;0;"H";0;"50 +"
"10_19";"MARKETING";"NON";"3FivgvMz91s6AiYyw9JF8416ORgExNzA6Nml6yW8hzA";"CDI";100;1669,85;1;0;"H";0;"< 30"
"10_19";"CONSULTANT";"NON";"FwHyL7xBL33gBSbWvo8yScfLPAkKYdTDe5OOupqtuU";"CDI";100;1651,65;0;0;"H";0;"40_49"
"10_19";"MARKETING";"NON";"h0k0q4ws4rRCg8D6B9crCRQReMjjKLCwMpAgphvUm4";"CDI";100;1598,57;0;1;"F";0;"30_39"
"10_19";"COMMERCIAL";"NON";"4HvOIuM0uqD8yH5V9sYqri2iIe1RCEbm0JmeplCu7k";"CDI";100;1590,98;1;1;"H";0;"40_49"
"5_9";"CONSULTANT";"NON";"dy1UQt6PSmnOgtMCITAnfQjv9xNqNMnJ1pRV8";"CDI";70;1586,74;1;0;"H";0;"50 +"
"10_19";"COMPTA FINANCES";"NON";"ncsNXMr7pdp0VIcYalKi3DqE3FmB8holpFIVLSA";"CDI";70;1513,94;0;1;"F";0;"30_39"
